Jour;Catégorie client;Puissance moyenne journalière (W)
2019-05-05;Entreprises;8665715424.0
2019-05-04;Résidentiels;16555179264.0
2019-05-02;Résidentiels;13770869148.0
2019-04-28;Résidentiels;17090618898.0
2019-04-28;Professionnels;3781773794.0
2019-04-24;Résidentiels;12766441188.0
2019-04-24;Professionnels;4106701811.0
2019-04-19;Résidentiels;12928994594.0
2019-04-17;Résidentiels;15621978076.0
2019-04-16;Entreprises;14030384360.0
2019-04-16;Professionnels;4736981653.0
2019-04-15;Résidentiels;18851959819.0
2019-04-15;PME / PMI;5543335323.0
2019-04-13;Résidentiels;19211074782.0
2019-04-10;Résidentiels;17162299801.0
2019-04-09;Professionnels;4798318700.0
2019-04-04;Entreprises;14527112375.0
2019-04-04;Professionnels;5381359093.0
2019-04-03;Professionnels;5117923013.0
2019-03-31;Professionnels;3804871207.0
2019-03-30;Professionnels;4320469735.0
2019-03-29;Entreprises;13656247199.0
2019-03-29;Professionnels;4908988354.0
2019-03-27;Professionnels;5057633678.0
2019-03-26;PME / PMI;5915634446.0
2019-03-25;Résidentiels;18134909431.0
2019-03-24;Entreprises;8894729099.0
2019-03-22;PME / PMI;5696809311.0
2019-03-21;PME / PMI;5947456839.0
2019-03-14;Résidentiels;21870605571.0
2019-03-12;Résidentiels;21154317281.0
2019-03-12;Professionnels;5633785838.0
2019-03-08;Entreprises;14056416487.0
2019-03-07;Résidentiels;19305200827.0
2019-03-06;Entreprises;14551279028.0
2019-03-05;PME / PMI;5952414662.0
2019-02-27;Professionnels;4994744174.0
2019-02-24;Résidentiels;20942152247.0
2019-02-22;Résidentiels;20419936152.0
2019-02-22;PME / PMI;5944548289.0
2019-02-20;Résidentiels;22055934664.0
2019-02-14;Résidentiels;24402962489.0
2019-02-13;Résidentiels;25542746636.0
2019-02-10;Résidentiels;25157856949.0
2019-02-09;Professionnels;5537704419.0
2019-02-03;Entreprises;9985660211.0
2019-01-26;Entreprises;11028470033.0
2019-01-26;PME / PMI;5823070148.0
2019-01-22;Résidentiels;29478970835.0
2019-01-20;Résidentiels;29281134992.0
2019-01-19;Entreprises;11241221760.0
2019-01-13;Entreprises;9631533334.0
2019-01-12;Entreprises;10974794413.0
2019-01-12;PME / PMI;5823146648.0
2019-01-07;Entreprises;14498563661.0
2019-01-03;Professionnels;6564815697.0
2019-01-01;PME / PMI;4739145034.0
2019-01-01;Professionnels;4951432332.0
2018-12-30;Résidentiels;27093292346.0
2018-12-29;Entreprises;9731420264.0
2018-12-26;Entreprises;11325963261.0
2018-12-25;Résidentiels;22905514590.0
2018-12-20;PME / PMI;6675747157.0
2018-12-19;Entreprises;14746066160.0
2018-12-17;Professionnels;6273795673.0
2018-12-16;Entreprises;9945125066.0
2018-12-14;Résidentiels;28925897631.0
2018-12-10;Résidentiels;21769311725.0
2018-12-09;PME / PMI;4337655946.0
2018-12-07;PME / PMI;6100585495.0
2018-12-05;Professionnels;5503644185.0
2018-12-03;Entreprises;13853835940.0
2018-12-02;Professionnels;4584494859.0
2018-12-01;Résidentiels;22448445199.0
2018-11-30;Résidentiels;20675030834.0
2018-11-29;PME / PMI;6525485205.0
2018-11-27;Résidentiels;23269430296.0
2018-11-27;Professionnels;6226147894.0
2018-11-23;Entreprises;14558073269.0
2018-11-23;Professionnels;6147925026.0
2018-11-22;Professionnels;6213621098.0
2018-11-17;Professionnels;4974773952.0
2018-11-15;Résidentiels;16969910316.0
2018-11-10;Professionnels;4686949761.0
2018-11-09;Entreprises;13913917189.0
2018-11-08;PME / PMI;6090862066.0
2018-11-08;Professionnels;5251398797.0
2018-11-07;Résidentiels;17881149473.0
2018-11-07;PME / PMI;5835928795.0
2018-11-05;Résidentiels;17868114593.0
2018-11-04;Entreprises;8926469460.0
2018-10-31;PME / PMI;5750083256.0
2018-10-30;Résidentiels;21648335935.0
2018-10-30;PME / PMI;5849076581.0
2018-10-24;Résidentiels;14005045746.0
2018-10-22;Résidentiels;13433915157.0
2018-10-21;PME / PMI;3348664399.0
2018-10-20;Résidentiels;12842387252.0
2018-10-15;Professionnels;3888578452.0
2018-10-14;Résidentiels;12098671352.0
2018-10-14;PME / PMI;3233097908.0
2018-10-12;Entreprises;13755518995.0
2018-10-04;PME / PMI;5091226968.0
2018-10-04;Professionnels;4161715150.0
2018-10-03;PME / PMI;5033010988.0
2018-10-01;Professionnels;3925158712.0
2018-09-30;Entreprises;8688481956.0
2018-09-28;PME / PMI;4861524802.0
2018-09-27;Entreprises;14438383167.0
2018-09-26;Entreprises;14346417137.0
2018-09-25;Entreprises;14213457343.0
2018-09-24;PME / PMI;4794641859.0
2018-09-23;Professionnels;3247592713.0
2018-09-21;Résidentiels;10321342475.0
2018-09-21;Entreprises;13975299200.0
2018-09-21;PME / PMI;4815699145.0
2018-09-20;Résidentiels;10263378719.0
2018-09-17;Résidentiels;10567480887.0
2018-09-14;Entreprises;13866175738.0
2018-09-13;Professionnels;4032850143.0
2018-09-12;PME / PMI;4891574111.0
2018-09-11;Entreprises;14514733670.0
2018-09-06;PME / PMI;4913057904.0
2018-09-04;PME / PMI;4903804740.0
2018-08-28;Résidentiels;10334783354.0
2018-08-25;Professionnels;3411870574.0
2018-08-24;Entreprises;12724095346.0
2018-08-24;Professionnels;3688200292.0
2018-08-17;Professionnels;3589553579.0
2018-08-16;Professionnels;3583224764.0
2018-08-09;PME / PMI;5008297765.0
2018-08-08;Professionnels;3824065759.0
2018-08-05;Entreprises;9041763645.0
2018-08-03;Entreprises;13390639697.0
2018-07-31;Résidentiels;10799296850.0
2018-07-31;PME / PMI;5298135859.0
2018-07-29;Entreprises;9068550086.0
2018-07-29;Professionnels;3264287648.0
2018-07-24;Résidentiels;10506841206.0
2018-07-23;Résidentiels;10482741365.0
2018-07-19;Résidentiels;10314098418.0
2018-07-19;Professionnels;4033787374.0
2018-07-18;Professionnels;3940320917.0
2018-07-17;Professionnels;3894946361.0
2018-07-15;Entreprises;9420410788.0
2018-07-12;Professionnels;3933778842.0
2018-07-09;Résidentiels;10562828298.0
2018-07-09;PME / PMI;5209172335.0
2018-07-07;PME / PMI;4288486641.0
2018-07-01;Entreprises;9682474470.0
2018-06-29;Résidentiels;10813363419.0
2018-06-22;PME / PMI;4889930852.0
2018-06-21;Professionnels;3886282382.0
2018-06-20;PME / PMI;5034717640.0
2018-06-18;PME / PMI;4747406345.0
2018-06-15;Résidentiels;10324337654.0
2018-06-12;Professionnels;3736797360.0
2018-06-11;Entreprises;13349884339.0
2018-06-07;Entreprises;14269828550.0
2018-06-03;PME / PMI;3176571685.0
2018-06-02;Résidentiels;11241199311.0
2018-05-31;PME / PMI;4743283806.0
2018-05-30;Résidentiels;10875662073.0
2018-05-29;Professionnels;3664296941.0
2018-05-27;PME / PMI;3148119422.0
2018-05-27;Professionnels;2863045986.0
2018-05-25;PME / PMI;4561752552.0
2018-05-20;Entreprises;8350171739.0
2018-05-19;Résidentiels;12572230661.0
2018-05-19;Entreprises;9818875250.0
2018-05-14;PME / PMI;4995945549.0
2018-05-13;PME / PMI;3298601007.0
2018-05-10;Professionnels;2898554548.0
2018-05-09;Entreprises;11966581754.0
2018-05-05;Professionnels;3607530436.0
2018-05-04;PME / PMI;4846201928.0
2018-05-03;PME / PMI;5058627170.0
2018-05-02;Professionnels;4473548246.0
2018-04-29;Résidentiels;15228514740.0
2018-04-27;Entreprises;13347696310.0
2018-04-26;Professionnels;3924477523.0
2018-04-24;PME / PMI;4732161964.0
2018-04-22;Résidentiels;12201403947.0
2018-04-22;Professionnels;2856825977.0
2018-04-21;PME / PMI;3588194052.0
2018-04-20;Professionnels;3802275613.0
2018-04-13;PME / PMI;5288848320.0
2018-04-12;Entreprises;14306737788.0
2018-04-12;PME / PMI;5490264745.0
2018-04-12;Professionnels;4838925220.0
2018-04-11;PME / PMI;5691371745.0
2018-04-08;PME / PMI;3937068338.0
2018-04-07;PME / PMI;4493990273.0
2018-04-06;Résidentiels;16970046960.0
2018-04-03;Résidentiels;18136988371.0
2018-04-03;Professionnels;5258256062.0
2018-04-01;PME / PMI;4387894915.0
2018-03-31;PME / PMI;5251969435.0
2018-03-31;Professionnels;5154266812.0
2018-03-27;PME / PMI;6699845175.0
2018-03-24;PME / PMI;5273365539.0
2018-03-18;Professionnels;5156270366.0
2018-03-16;Résidentiels;19888450763.0
2018-03-14;PME / PMI;6205460946.0
2018-03-13;Professionnels;5669263722.0
2018-03-12;PME / PMI;6344275806.0
2018-03-11;Résidentiels;19431587309.0
2018-03-10;PME / PMI;5122027661.0
2018-03-06;PME / PMI;6499094251.0
2018-03-06;Professionnels;6085716233.0
2018-03-05;PME / PMI;6607847629.0
2018-02-27;Professionnels;8314815489.0
2018-02-24;Résidentiels;30704360754.0
2018-02-23;Entreprises;15144224366.0
2018-02-20;Résidentiels;24533730910.0
2018-02-20;Entreprises;15310796347.0
2018-02-19;Professionnels;6227022681.0
2018-02-18;Entreprises;9780600970.0
2018-02-18;Professionnels;5282668547.0
2018-02-16;PME / PMI;6405797725.0
2018-02-12;Professionnels;6731773359.0
2018-02-10;Résidentiels;30553839235.0
2018-02-04;Résidentiels;28872271041.0
2018-02-04;Entreprises;9963974400.0
2018-02-02;Professionnels;6701322111.0
2018-02-01;Résidentiels;24340430967.0
2018-01-31;Entreprises;15153725750.0
2018-01-22;Entreprises;14309131186.0
2018-01-18;Entreprises;15155394227.0
2018-01-14;PME / PMI;5032136333.0
2018-01-13;Résidentiels;27072538422.0
2018-01-13;Professionnels;5873233221.0
2018-01-12;Professionnels;6399560440.0
2018-01-11;Entreprises;14980709477.0
2018-01-08;Professionnels;5945698873.0
2018-01-07;PME / PMI;5067142122.0
2018-01-05;PME / PMI;6142623362.0
2018-01-04;Résidentiels;21097935702.0
2018-01-03;PME / PMI;6491059992.0
2018-01-02;Professionnels;6345212278.0
2018-01-01;PME / PMI;4914805444.0
2017-12-31;Résidentiels;23422429929.0
2017-12-30;Entreprises;9381840085.0
2017-12-28;Entreprises;11891051888.0
2017-12-28;Professionnels;6806624415.0
2017-12-26;Résidentiels;24062664767.0
2017-12-26;Entreprises;11141229693.0
2017-12-24;Entreprises;8685784646.0
2017-12-24;Professionnels;4977929850.0
2017-12-23;Résidentiels;24099468276.0
2017-12-23;Entreprises;9678493116.0
2017-12-22;Résidentiels;24124874943.0
2017-12-22;Entreprises;13024765221.0
2017-12-22;PME / PMI;6385551616.0
2017-12-21;Professionnels;6534462129.0
2017-12-14;PME / PMI;6930989491.0
2017-12-14;Professionnels;6785157385.0
2017-12-13;Résidentiels;27141815724.0
2017-12-13;Entreprises;15610987233.0
2017-12-11;Résidentiels;25622448382.0
2017-12-05;Résidentiels;25780759287.0
2017-12-04;Résidentiels;27212233848.0
2017-11-29;Résidentiels;24738405311.0
2017-11-29;Entreprises;15399052113.0
2017-11-27;Professionnels;6189022849.0
2017-11-25;Entreprises;10575138291.0
2017-11-23;PME / PMI;6339046831.0
2017-11-11;Entreprises;10039077613.0
2017-11-11;Professionnels;4469696890.0
2017-11-09;Entreprises;14865866980.0
2017-11-08;Professionnels;5998829866.0
2017-11-06;Entreprises;14011048864.0
2017-11-06;PME / PMI;6152653561.0
2017-11-06;Professionnels;5443497780.0
2017-10-31;Résidentiels;17431396130.0
2017-10-28;Résidentiels;15743790634.0
2017-10-25;Entreprises;14144725706.0
2017-10-25;PME / PMI;4820751112.0
2017-10-24;Entreprises;14297602898.0
2017-10-23;PME / PMI;5067912512.0
2017-10-23;Professionnels;4417693910.0
2017-10-21;Entreprises;10010725656.0
2017-10-21;Professionnels;3817142344.0
2017-10-18;Professionnels;4088276123.0
2017-10-17;Résidentiels;11862507574.0
2017-10-16;Professionnels;3840590269.0
2017-10-14;Entreprises;10055277657.0
2017-10-12;PME / PMI;4908557490.0
2017-10-08;Résidentiels;14853924109.0
2017-10-05;Résidentiels;12358959083.0
2017-10-02;PME / PMI;4679893228.0
2017-09-30;PME / PMI;3767356571.0
2017-09-30;Professionnels;3619455341.0
2017-09-29;Professionnels;4067058083.0
2017-09-21;PME / PMI;4971692290.0
2017-09-20;Entreprises;14286349520.0
2017-09-18;PME / PMI;5009903458.0
2017-09-15;Résidentiels;11533178265.0
2017-09-15;Entreprises;13681091776.0
2017-09-15;PME / PMI;4871127717.0
2017-09-09;Résidentiels;11498430316.0
2017-09-09;Entreprises;9843300947.0
2017-09-08;PME / PMI;4761708645.0
2017-09-08;Professionnels;4023023617.0
2017-09-03;Entreprises;8475344267.0
2017-09-03;PME / PMI;3399234357.0
2017-08-31;PME / PMI;4796160261.0
2017-08-29;Entreprises;14868462180.0
2017-08-26;PME / PMI;4016907043.0
2017-08-24;Entreprises;13583640568.0
2017-08-23;Résidentiels;10571683954.0
2017-08-23;Professionnels;3736670498.0
2017-08-20;Entreprises;8062917388.0
2017-08-19;Entreprises;9150918314.0
2017-08-15;PME / PMI;3362381548.0
2017-08-15;Professionnels;2896041667.0
2017-08-14;Entreprises;9999784014.0
2017-08-13;Résidentiels;10771138462.0
2017-08-12;Résidentiels;10689198459.0
2017-08-12;Entreprises;8803148995.0
2017-08-12;Professionnels;3363535399.0
2017-08-09;Résidentiels;10144810166.0
2017-08-08;Professionnels;3602028086.0
2017-08-07;PME / PMI;4704218916.0
2017-08-06;Résidentiels;11131130582.0
2017-08-04;PME / PMI;5042797974.0
2017-08-02;Entreprises;13125216420.0
2017-07-31;PME / PMI;4835859969.0
2017-07-31;Professionnels;3530074762.0
2017-07-30;Entreprises;8773114252.0
2017-07-26;Résidentiels;10383159855.0
2017-07-26;Entreprises;13904372574.0
2017-07-25;Résidentiels;10312617626.0
2017-07-22;Entreprises;10366443800.0
2017-07-22;Professionnels;3480393613.0
2017-07-18;PME / PMI;5268160787.0
2017-07-17;Entreprises;14210490286.0
2017-07-12;PME / PMI;5220367380.0
2017-07-11;Entreprises;14737392136.0
2017-07-06;Entreprises;15370003673.0
2017-07-06;PME / PMI;5231237459.0
2017-07-03;Entreprises;13614266359.0
2017-07-02;Entreprises;8841106989.0
2017-06-30;PME / PMI;4884955127.0
2017-06-28;PME / PMI;5102474300.0
2017-06-23;Entreprises;14825836116.0
2017-06-20;PME / PMI;5482303477.0
2017-06-19;Résidentiels;11392574874.0
2017-06-19;Professionnels;3762909189.0
2017-06-16;Professionnels;4015748701.0
2017-06-10;Résidentiels;10969125544.0
2017-06-10;Entreprises;10421943996.0
2017-06-05;Résidentiels;11299830162.0
2017-06-05;Entreprises;9973905453.0
2017-06-05;Professionnels;2878290777.0
2017-06-03;Résidentiels;11188120012.0
2017-06-02;Professionnels;3875385161.0
2017-05-30;Entreprises;14434589368.0
2017-05-29;Résidentiels;11230413466.0
2017-05-29;Entreprises;13605883620.0
2017-05-26;Professionnels;3494028882.0
2017-05-20;Entreprises;9861579272.0
2017-05-19;Résidentiels;11515915651.0
2017-05-17;PME / PMI;4609677385.0
2017-05-16;Résidentiels;11094046735.0
2017-05-15;Professionnels;3655869544.0
2017-05-14;PME / PMI;3330332682.0
2017-05-14;Professionnels;3133240047.0
2017-05-12;Entreprises;13574053972.0
2017-05-09;Professionnels;4355623986.0
2017-05-07;PME / PMI;3511460445.0
2017-05-06;Résidentiels;15347283283.0
2017-05-02;Résidentiels;15889181711.0
2017-04-28;Professionnels;5076895729.0
2017-04-24;Résidentiels;14792831792.0
2017-04-21;Résidentiels;16434831942.0
2017-04-20;Entreprises;14150194658.0
2017-04-20;PME / PMI;5257107234.0
2017-04-19;Entreprises;14132049468.0
2017-04-15;PME / PMI;4048341247.0
2017-04-14;PME / PMI;4824597649.0
2017-04-14;Professionnels;4302254808.0
2017-04-13;Résidentiels;13404330701.0
2017-04-13;Entreprises;13888613118.0
2017-04-12;Résidentiels;13239576091.0
2017-04-07;Entreprises;13571900168.0
2017-04-07;Professionnels;4547004597.0
2017-03-31;PME / PMI;5227930234.0
2017-03-27;Professionnels;4567379091.0
2017-03-24;Entreprises;14078938164.0
2017-03-24;PME / PMI;5958415573.0
2017-03-23;Résidentiels;19225899189.0
2017-03-22;Professionnels;5352916319.0
2017-03-21;Entreprises;14468019566.0
2017-03-16;Entreprises;14343533303.0
2017-03-15;Entreprises;14428445605.0
2017-03-13;Résidentiels;17808201531.0
2017-03-13;PME / PMI;5751437097.0
2017-03-12;Entreprises;8939909375.0
2017-03-11;Professionnels;4616006030.0
2017-03-08;Résidentiels;21602713664.0
2017-03-08;Professionnels;6028079409.0
2017-03-05;Professionnels;4973759929.0
2017-03-03;Entreprises;14193620612.0
2017-03-03;Professionnels;5781889423.0
2017-02-28;Résidentiels;22630843347.0
2017-02-25;Entreprises;10594100193.0
2017-02-25;Professionnels;5439584593.0
2017-02-24;Professionnels;5863657747.0
2017-02-22;Professionnels;5652443555.0
2017-02-21;PME / PMI;6189511340.0
2017-02-16;Professionnels;5737306928.0
2017-02-14;PME / PMI;6550171432.0
2017-02-04;Professionnels;5633301078.0
2017-02-02;PME / PMI;6712404887.0
2017-01-27;Résidentiels;30274694683.0
2017-01-27;Entreprises;15342936887.0
2017-01-26;Résidentiels;32675428965.0
2017-01-25;PME / PMI;8053431118.0
2017-01-15;PME / PMI;5527614119.0
2017-01-13;Entreprises;14993882119.0
2017-01-10;Entreprises;15619506294.0
2017-01-08;Résidentiels;31410779443.0
2017-01-08;PME / PMI;5329481563.0
2017-01-07;PME / PMI;6128768122.0
2017-01-06;Résidentiels;31731552974.0
2017-01-03;PME / PMI;7390341259.0
2017-01-03;Professionnels;7516187370.0
2017-01-02;Entreprises;12720504274.0
2016-12-31;Entreprises;9705998019.0
2016-12-29;PME / PMI;6748032719.0
2016-12-28;Professionnels;6585554112.0
2016-12-27;PME / PMI;6469952492.0
2016-12-26;PME / PMI;6155377538.0
2016-12-26;Professionnels;5465589420.0
2016-12-24;Résidentiels;24573658630.0
2016-12-23;Entreprises;12516148158.0
2016-12-20;PME / PMI;6769590657.0
2016-12-16;PME / PMI;6254688221.0
2016-12-14;PME / PMI;6316448460.0
2016-12-13;PME / PMI;6516157090.0
2016-12-10;PME / PMI;5548444148.0
2016-12-09;Entreprises;14724849910.0
2016-12-08;Résidentiels;24546302542.0
2016-12-07;Résidentiels;24749700921.0
2016-11-27;PME / PMI;4395055943.0
2016-11-25;Résidentiels;20093797006.0
2016-11-22;PME / PMI;6494754137.0
2016-11-21;PME / PMI;6277600680.0
2016-11-20;PME / PMI;4370528724.0
2016-11-19;Entreprises;10538386746.0
2016-11-19;Professionnels;5172513501.0
2016-11-18;Professionnels;5647621614.0
2016-11-15;PME / PMI;6462227965.0
2016-11-15;Professionnels;5972499281.0
2016-11-12;Résidentiels;23504063960.0
2016-11-08;Entreprises;15328452221.0
2016-11-06;Entreprises;9115073604.0
2016-10-31;Professionnels;4692492898.0
2016-10-28;PME / PMI;4929769307.0
2016-10-23;Entreprises;8900583221.0
2016-10-21;Résidentiels;16587013286.0
2016-10-20;Résidentiels;16093039949.0
2016-10-19;PME / PMI;5189075576.0
2016-10-17;Entreprises;13576707087.0
2016-10-16;PME / PMI;3399050352.0
2016-10-16;Professionnels;3681132147.0
2016-10-13;Entreprises;14653921569.0
2016-10-10;PME / PMI;4862389673.0
2016-10-08;Résidentiels;14752972340.0
2016-10-08;Entreprises;9927838571.0
2016-10-08;Professionnels;3968806073.0
2016-10-07;Entreprises;13749514042.0
2016-10-06;Résidentiels;12905045137.0
2016-10-05;Professionnels;4214916079.0
2016-10-02;Résidentiels;12804504935.0
2016-10-01;PME / PMI;3707511783.0
2016-09-27;Professionnels;4007962015.0
2016-09-26;Entreprises;13333069405.0
2016-09-23;Professionnels;3978437892.0
2016-09-21;Professionnels;3905761980.0
2016-09-20;Résidentiels;10738427183.0
2016-09-20;PME / PMI;4622473927.0
2016-09-18;Professionnels;3090104147.0
2016-09-15;Professionnels;3912628816.0
2016-09-13;Professionnels;3994891830.0
2016-09-12;Entreprises;14060298266.0
2016-09-09;Résidentiels;10768638025.0
2016-09-09;Entreprises;14166488212.0
2016-09-08;PME / PMI;5017425625.0
2016-09-08;Professionnels;3952414310.0
2016-09-06;Entreprises;14767461971.0
2016-09-05;Professionnels;3714683482.0
2016-09-02;PME / PMI;4983847224.0
2016-08-30;Entreprises;14425362226.0
2016-08-30;PME / PMI;5017381244.0
2016-08-29;Professionnels;3633875934.0
2016-08-28;Entreprises;9179150643.0
2016-08-27;Professionnels;3646359831.0
2016-08-23;Résidentiels;10528454204.0
2016-08-21;PME / PMI;3564843831.0
2016-08-21;Professionnels;2967472650.0
2016-08-16;Entreprises;11946065875.0
2016-08-12;Entreprises;11489392118.0
2016-08-11;Résidentiels;10194194131.0
2016-08-10;Professionnels;3577731538.0
2016-08-06;Résidentiels;10702506981.0
2016-08-06;PME / PMI;4087550801.0
2016-08-02;Entreprises;12496625804.0
2016-08-01;Résidentiels;10601396416.0
2016-08-01;Professionnels;3449100547.0
2016-07-31;Entreprises;8514925615.0
2016-07-31;Professionnels;3011396714.0
2016-07-30;Professionnels;3491106675.0
2016-07-28;Résidentiels;10741655561.0
2016-07-27;Professionnels;3787475565.0
2016-07-23;Entreprises;10397109083.0
2016-07-23;Professionnels;3472045190.0
2016-07-22;Résidentiels;10745239323.0
2016-07-22;PME / PMI;5041848281.0
2016-07-21;PME / PMI;5181958978.0
2016-07-20;Résidentiels;10808409456.0
2016-07-20;Professionnels;3950412996.0
2016-07-13;PME / PMI;5032792360.0
2016-07-07;Résidentiels;10667437332.0
2016-07-07;Professionnels;3903246856.0
2016-07-04;Professionnels;3629720695.0
2016-07-02;Entreprises;10311803877.0
2016-06-30;PME / PMI;4884092745.0
2016-06-29;Entreprises;14359094670.0
2016-06-25;Entreprises;10167395626.0
2016-06-25;PME / PMI;3910874352.0
2016-06-24;Entreprises;14100081877.0
2016-06-24;PME / PMI;4749567841.0
2016-06-23;Résidentiels;10757694981.0
2016-06-22;PME / PMI;4860629616.0
2016-06-22;Professionnels;3872033952.0
2016-06-21;PME / PMI;4931023370.0
2016-06-20;Professionnels;3707942721.0
2016-06-17;Entreprises;13486130399.0
2016-06-17;PME / PMI;4786905117.0
2016-06-15;Résidentiels;10931141846.0
2016-06-14;Entreprises;13920198830.0
2016-06-12;Entreprises;8478845639.0
2016-06-11;Résidentiels;11225214856.0
2016-06-10;Résidentiels;10623247972.0
2016-06-08;PME / PMI;4605509740.0
2016-06-05;Résidentiels;12636389712.0
2016-06-02;Résidentiels;12151300392.0
2016-06-01;Entreprises;14115502575.0
2016-05-27;PME / PMI;4539365250.0
2016-05-25;Résidentiels;12117558576.0
2016-05-25;Professionnels;3962734655.0
2016-05-24;Entreprises;14018696431.0
2016-05-23;Professionnels;3901993367.0
2016-05-20;Résidentiels;12486379702.0
2016-05-19;Entreprises;13892539825.0
2016-05-19;PME / PMI;5004324156.0
2016-05-17;PME / PMI;4807633844.0
2016-05-15;Entreprises;8227687564.0
2016-05-12;Entreprises;13931497066.0
2016-05-09;PME / PMI;4678344257.0
2016-05-09;Professionnels;3776298759.0
2016-05-08;Professionnels;3028819317.0
2016-05-07;Résidentiels;12375424955.0
2016-05-02;PME / PMI;5015039351.0
2016-05-02;Professionnels;4441658449.0
2016-04-30;Entreprises;10002460285.0
2016-04-28;PME / PMI;5278232739.0
2016-04-28;Professionnels;4978358653.0
2016-04-25;Entreprises;13553446301.0
2016-04-21;Professionnels;4398672713.0
2016-04-19;Entreprises;14056421095.0
2016-04-16;Entreprises;9823353175.0
2016-04-16;PME / PMI;4059843636.0
2016-04-16;Professionnels;4065625883.0
2016-04-13;Entreprises;13987855116.0
2016-04-11;Entreprises;13234667454.0
2016-04-09;Résidentiels;19320354522.0
2016-04-07;Professionnels;4997516839.0
2016-04-06;Résidentiels;16301798800.0
2016-04-05;Entreprises;14264015777.0
2016-04-03;PME / PMI;3993675916.0
2016-04-03;Professionnels;3887423419.0
2016-03-31;Entreprises;14518733383.0
2016-03-31;PME / PMI;6152907225.0
2016-03-30;Professionnels;5097981986.0
2016-03-23;Résidentiels;20349668081.0
2016-03-22;PME / PMI;6100004864.0
2016-03-19;Professionnels;5252222846.0
2016-03-15;PME / PMI;6094633729.0
2016-03-11;Résidentiels;23248075749.0
2016-03-10;Entreprises;15190207331.0
2016-03-07;Résidentiels;25119874693.0
2016-03-06;Professionnels;5211596526.0
2016-03-02;Entreprises;15127310809.0
2016-02-25;PME / PMI;6150118549.0
2016-02-24;Entreprises;15063110566.0
2016-02-23;Professionnels;5894826279.0
2016-02-22;PME / PMI;6198488258.0
2016-02-18;Entreprises;15525746561.0
2016-02-17;PME / PMI;6682828169.0
2016-02-16;Résidentiels;25743556795.0
2016-02-16;Entreprises;15578446165.0
2016-02-16;Professionnels;6897883023.0
2016-02-14;Résidentiels;24250633828.0
2016-02-13;Résidentiels;24447779492.0
2016-02-12;Résidentiels;24803751870.0
2016-02-12;Professionnels;6619558146.0
2016-02-10;Résidentiels;23947216251.0
2016-02-09;Entreprises;15161669250.0
2016-02-09;PME / PMI;6639090465.0
2016-02-08;PME / PMI;6475868141.0
2016-02-07;Entreprises;9443978887.0
2016-02-05;Professionnels;5909096183.0
2016-02-04;Entreprises;15491112958.0
2016-01-31;PME / PMI;4431614277.0
2016-01-29;Professionnels;6118536119.0
2016-01-27;Résidentiels;21370671706.0
2016-01-26;Professionnels;5981415471.0
2016-01-24;Résidentiels;25242399095.0
2016-01-24;Professionnels;5078379657.0
2016-01-23;PME / PMI;5016049794.0
2016-01-18;Résidentiels;29467929814.0
2016-01-16;PME / PMI;5360858600.0
2016-01-14;PME / PMI;6289979360.0
2016-01-14;Professionnels;6646259708.0
2016-01-11;PME / PMI;6253549837.0
2016-01-10;Résidentiels;23836076194.0
2016-01-10;PME / PMI;4315701800.0
2016-01-08;Professionnels;6127916443.0
2016-01-07;Professionnels;6294590627.0
2016-01-02;Entreprises;9072244879.0
2015-12-30;Résidentiels;21134420562.0
2015-12-30;PME / PMI;5635462255.0
2015-12-28;PME / PMI;5797840424.0
2015-12-26;PME / PMI;4474940302.0
2015-12-25;Résidentiels;19134741365.0
2015-12-24;Résidentiels;19343940415.0
2015-12-24;PME / PMI;5531297096.0
2015-12-23;Entreprises;12630227530.0
2015-12-22;PME / PMI;5631369476.0
2015-12-20;Professionnels;4339223884.0
2015-12-17;Résidentiels;19334294039.0
2015-12-13;PME / PMI;4261274330.0
2015-12-09;Résidentiels;20930710883.0
2015-12-06;Professionnels;4612464659.0
2015-12-05;PME / PMI;4893275807.0
2015-12-05;Professionnels;5420942112.0
2015-11-30;PME / PMI;5935037189.0
2015-11-28;Entreprises;11144565731.0
2015-11-28;Professionnels;5585952626.0
2015-11-27;PME / PMI;5844651121.0
2015-11-23;PME / PMI;6238121881.0
2020-11-19;PME / PMI;5083054146.0
2020-11-17;Résidentiels;17649266181.0
2020-11-16;Résidentiels;17423966454.0
2020-11-05;Résidentiels;19437344098.0
2020-11-04;PME / PMI;4874699092.0
2020-11-01;Professionnels;3577649128.0
2020-10-30;Entreprises;12991833762.0
2020-10-29;Entreprises;13745894514.0
2020-10-27;Résidentiels;18124648088.0
2020-10-26;Résidentiels;17767394144.0
2020-10-26;Professionnels;4733565628.0
2020-10-25;PME / PMI;3380718915.0
2020-10-24;PME / PMI;3903895991.0
2020-10-23;PME / PMI;4916644368.0
2020-10-20;Résidentiels;16697669365.0
2020-10-18;Professionnels;4309469443.0
2020-10-11;Professionnels;3945322476.0
2020-10-08;Résidentiels;14194286602.0
2020-09-30;PME / PMI;5016223702.0
2020-09-30;Professionnels;4179836018.0
2020-09-23;Entreprises;13850282506.0
2020-09-19;Professionnels;3826326861.0
2020-09-18;PME / PMI;4986516607.0
2020-09-15;Résidentiels;11822043103.0
2020-09-12;Résidentiels;13137311657.0
2020-09-11;PME / PMI;5403522118.0
2020-09-09;PME / PMI;5299706185.0
